comuna,ica,fecha,id
comuna 12,26,2024-06-23,35767
comuna 13,54,2024-06-23,19738
comuna 8,36,2024-06-23,15719
comuna 2,99,2024-06-25,2069
comuna 5,20,2024-06-23,49793
comuna 10,64,2024-01-30,20943
comuna 2,47,2024-01-30,25786
comuna 2,51,2024-06-23,37747
comuna 9,48,2024-01-30,28112
comuna 3,21,2024-06-25,38446
comuna 13,55,2024-07-31,40859
comuna 5,45,2024-06-23,38701
comuna 6,18,2024-01-30,41034
comuna 14,66,2024-06-25,22218
comuna 14,25,2024-01-30,18442
comuna 8,50,2024-01-30,4224
comuna 13,97,2024-01-30,39415
comuna 1,74,2024-06-23,13576
comuna 14,39,2024-06-25,32106
comuna 12,56,2024-07-31,18374
comuna 10,72,2024-06-23,6182
comuna 1,30,2024-06-25,41431
comuna 13,95,2024-06-23,46776
comuna 5,23,2024-01-30,48525
comuna 9,49,2024-01-30,17185
comuna 7,12,2024-06-25,29644
comuna 6,86,2024-06-23,24832
comuna 13,56,2024-06-25,18643
comuna 2,60,2024-07-31,21087
comuna 11,21,2024-06-23,11781
comuna 14,81,2024-07-31,16183
comuna 16,57,2024-01-30,694
comuna 11,36,2024-06-25,45708
comuna 6,64,2024-06-23,34294
comuna 15,21,2024-06-25,33166
comuna 8,28,2024-06-23,10334
comuna 6,49,2024-01-30,17952
comuna 2,38,2024-01-30,1778
comuna 8,81,2024-06-23,39381
comuna 5,66,2024-06-23,19993
comuna 11,44,2024-07-31,22601
comuna 5,21,2024-06-23,30443
comuna 7,77,2024-07-31,19637
comuna 4,88,2024-01-30,18436
comuna 14,78,2024-07-31,24314
comuna 1,82,2024-06-23,10262
comuna 4,60,2024-06-23,41702
comuna 1,39,2024-01-30,1131
comuna 7,45,2024-01-30,20522
comuna 4,74,2024-06-23,42214
comuna 9,75,2024-07-31,46381
comuna 14,61,2024-07-31,38421
comuna 1,54,2024-06-25,21757
comuna 13,17,2024-07-31,49293
comuna 8,63,2024-07-31,25844
comuna 15,67,2024-07-31,34061
comuna 9,66,2024-06-23,32469
comuna 2,97,2024-06-23,49819
comuna 16,32,2024-06-23,24295
comuna 1,40,2024-07-31,1913
comuna 14,56,2024-07-31,28397
comuna 12,61,2024-01-30,13304
comuna 13,93,2024-06-23,48720
comuna 10,64,2024-06-23,45345
comuna 3,55,2024-01-30,21219
comuna 15,68,2024-07-31,35330
comuna 7,67,2024-06-25,42982
comuna 2,50,2024-06-25,34917
comuna 2,64,2024-07-31,44824
comuna 12,36,2024-07-31,49446
comuna 7,74,2024-01-30,1790
comuna 1,68,2024-06-23,26963
comuna 15,19,2024-06-23,43563
comuna 3,34,2024-07-31,6012
comuna 12,12,2024-01-30,16984
comuna 6,24,2024-07-31,31802
comuna 13,73,2024-01-30,281
comuna 2,88,2024-01-30,1931
comuna 5,37,2024-06-25,15146
comuna 7,19,2024-06-25,15993
comuna 4,21,2024-07-31,10512
comuna 11,13,2024-06-23,43423
comuna 16,55,2024-06-23,28892
comuna 14,17,2024-01-30,1795
comuna 1,90,2024-01-30,3831
comuna 1,77,2024-07-31,14193
comuna 7,11,2024-06-25,40763
comuna 11,55,2024-01-30,21229
comuna 11,76,2024-06-23,37960
comuna 4,53,2024-06-25,31428
comuna 8,41,2024-06-25,30487
comuna 5,79,2024-06-23,20596
comuna 10,56,2024-06-23,4188
comuna 8,64,2024-01-30,8679
comuna 14,50,2024-07-31,21094
comuna 11,32,2024-06-23,40138
comuna 14,37,2024-06-23,29516
comuna 13,29,2024-06-23,39132
comuna 10,41,2024-06-25,4491
comuna 16,64,2024-01-30,6682
comuna 1,25,2024-06-23,24570
comuna 15,54,2024-07-31,4200
comuna 3,57,2024-06-23,38275
comuna 4,13,2024-06-25,24083
comuna 4,70,2024-06-25,46222
comuna 12,17,2024-07-31,22614
comuna 16,14,2024-06-23,9425
comuna 14,23,2024-06-25,8315
comuna 3,26,2024-06-23,17690
comuna 9,77,2024-06-25,23275
comuna 4,86,2024-01-30,13134
comuna 10,83,2024-06-25,47043
comuna 16,94,2024-01-30,11923
comuna 2,20,2024-07-31,47609
comuna 12,88,2024-06-23,15300
comuna 14,49,2024-01-30,7017
comuna 15,43,2024-06-25,48714
comuna 12,62,2024-01-30,45078
comuna 3,27,2024-07-31,9397
comuna 14,58,2024-07-31,30052
comuna 3,71,2024-06-23,26553
comuna 9,73,2024-06-23,18231
comuna 8,27,2024-06-25,20566
comuna 2,75,2024-06-25,6826
comuna 13,58,2024-06-23,23470
comuna 14,32,2024-01-30,13070
comuna 14,60,2024-06-23,48194
comuna 11,57,2024-06-23,41145
comuna 10,78,2024-07-31,29088
comuna 8,97,2024-06-25,6001
comuna 3,14,2024-07-31,2888
comuna 5,32,2024-07-31,45829
comuna 10,40,2024-07-31,23937
comuna 12,13,2024-06-23,21118
comuna 4,79,2024-06-25,8453
comuna 8,27,2024-01-30,25051
comuna 12,22,2024-07-31,43499
comuna 13,28,2024-01-30,41723
comuna 9,57,2024-06-25,29048
comuna 7,84,2024-07-31,42878
comuna 8,74,2024-07-31,47587
comuna 1,50,2024-01-30,2187
comuna 1,99,2024-01-30,33667
comuna 15,41,2024-06-25,44335
comuna 8,75,2024-06-23,36302
comuna 7,31,2024-07-31,34043
comuna 5,41,2024-06-23,35168
comuna 16,29,2024-06-25,10377
comuna 12,57,2024-06-23,25055
comuna 14,33,2024-06-25,3800
comuna 9,92,2024-07-31,323
comuna 6,20,2024-06-25,43746
comuna 14,99,2024-01-30,36274
comuna 4,81,2024-06-25,10026
comuna 14,29,2024-07-31,12086
comuna 6,73,2024-07-31,12075
comuna 9,15,2024-06-25,4873
comuna 5,80,2024-06-25,15800
comuna 5,63,2024-06-23,48888
comuna 14,82,2024-06-23,8039
comuna 3,68,2024-06-23,28639
comuna 9,85,2024-06-23,46683
comuna 5,47,2024-01-30,9999
comuna 6,75,2024-06-25,22883
comuna 3,35,2024-06-23,5389
comuna 16,17,2024-07-31,31441
comuna 9,84,2024-06-23,39801
comuna 10,100,2024-07-31,39273
comuna 15,15,2024-01-30,49607
comuna 10,40,2024-07-31,30226
comuna 8,66,2024-07-31,39839
comuna 9,61,2024-01-30,15849
comuna 6,98,2024-07-31,14527
comuna 15,94,2024-01-30,32677
comuna 6,24,2024-01-30,22924
comuna 2,17,2024-06-23,39638
comuna 2,26,2024-06-23,29082
comuna 13,71,2024-06-23,33482
comuna 2,62,2024-01-30,21395
comuna 14,78,2024-06-25,12863
comuna 11,30,2024-07-31,49588
comuna 13,80,2024-06-25,19749
comuna 2,20,2024-07-31,14899
comuna 14,19,2024-01-30,24733
comuna 7,55,2024-01-30,46087
comuna 8,36,2024-07-31,43108
comuna 7,74,2024-06-25,12424
comuna 15,17,2024-07-31,14294
comuna 9,21,2024-06-25,42341
comuna 8,78,2024-01-30,36584
comuna 3,37,2024-06-23,38646
comuna 1,55,2024-07-31,6941
comuna 7,28,2024-06-23,4471
comuna 13,58,2024-01-30,39464
comuna 6,13,2024-01-30,26315
comuna 14,57,2024-06-25,26255
comuna 11,62,2024-07-31,38810
comuna 2,46,2024-07-31,24771
comuna 15,68,2024-07-31,11556
comuna 14,82,2024-06-23,48163
comuna 14,78,2024-01-30,44446
comuna 2,82,2024-06-25,23155
comuna 3,88,2024-06-25,47030
comuna 15,75,2024-07-31,36808
comuna 7,46,2024-06-23,25313
comuna 14,16,2024-06-25,13532
comuna 10,49,2024-01-30,8897
comuna 2,47,2024-01-30,31976
comuna 5,84,2024-06-23,333
comuna 12,42,2024-06-25,47929
comuna 9,22,2024-01-30,2808
comuna 2,33,2024-01-30,28937
comuna 10,51,2024-01-30,11135
comuna 7,72,2024-07-31,42128
comuna 16,12,2024-07-31,31884
comuna 2,39,2024-06-25,43217
comuna 9,32,2024-06-25,11512
comuna 9,17,2024-07-31,15742
comuna 7,20,2024-07-31,45282
comuna 2,99,2024-01-30,11325
comuna 4,91,2024-06-25,25281
comuna 8,27,2024-07-31,12339
comuna 6,91,2024-07-31,53
comuna 14,26,2024-01-30,41722
comuna 15,49,2024-06-23,40325
comuna 5,53,2024-06-25,25894
comuna 3,98,2024-07-31,20104
comuna 5,40,2024-07-31,18111
comuna 7,37,2024-06-23,4420
comuna 7,29,2024-06-23,24265
comuna 3,65,2024-01-30,4499
comuna 14,98,2024-06-23,14676
comuna 12,96,2024-06-23,9452
comuna 16,16,2024-06-25,49265
comuna 7,89,2024-06-25,10241
comuna 4,59,2024-06-25,22337
comuna 7,29,2024-07-31,3444
comuna 11,50,2024-06-25,41065
comuna 12,89,2024-07-31,10076
comuna 16,44,2024-01-30,11717
comuna 1,83,2024-06-25,36650
comuna 10,15,2024-06-25,7537
comuna 7,56,2024-07-31,21520
comuna 16,17,2024-01-30,18445
comuna 9,18,2024-01-30,19692
comuna 5,60,2024-06-23,5732
comuna 2,88,2024-06-25,35689
comuna 5,63,2024-06-23,7747
comuna 11,42,2024-07-31,35875
comuna 16,82,2024-07-31,30450
comuna 15,41,2024-01-30,15632
comuna 2,53,2024-01-30,15121
comuna 12,49,2024-06-23,36940
comuna 2,44,2024-01-30,7927
comuna 1,24,2024-06-23,31172
comuna 13,43,2024-01-30,24443
comuna 12,12,2024-07-31,2997
comuna 14,25,2024-06-23,17324
comuna 16,56,2024-06-25,25512
comuna 3,89,2024-01-30,20182
comuna 3,49,2024-01-30,33437
comuna 3,59,2024-07-31,9507
comuna 12,76,2024-06-23,16173
comuna 10,11,2024-01-30,18035
comuna 16,16,2024-06-23,2642
comuna 1,56,2024-06-25,7212
comuna 7,82,2024-06-25,17438
comuna 3,28,2024-07-31,39255
comuna 12,85,2024-07-31,26340
comuna 11,31,2024-01-30,43738
comuna 9,28,2024-06-23,27711
comuna 2,57,2024-06-23,17443
comuna 5,26,2024-06-23,20880
comuna 2,37,2024-06-25,32031
comuna 2,41,2024-07-31,1404
comuna 16,77,2024-06-25,7177
comuna 6,96,2024-07-31,39219
comuna 10,60,2024-06-25,31101
comuna 3,81,2024-01-30,44305
comuna 9,66,2024-06-23,47694
comuna 3,90,2024-01-30,29992
comuna 15,76,2024-06-23,22654
comuna 4,35,2024-01-30,40654
comuna 8,59,2024-01-30,41735
comuna 16,83,2024-01-30,31783
comuna 13,56,2024-01-30,17332
comuna 14,99,2024-07-31,47377
comuna 2,73,2024-07-31,34748
comuna 4,99,2024-07-31,21947
comuna 8,71,2024-06-23,49395
comuna 14,80,2024-06-25,35071
comuna 5,38,2024-06-23,21857
comuna 3,66,2024-01-30,27541
comuna 9,16,2024-06-23,28677
comuna 14,22,2024-01-30,30776
comuna 12,81,2024-01-30,21394
comuna 7,16,2024-07-31,49159
comuna 14,70,2024-06-23,3024
comuna 2,68,2024-07-31,6078
comuna 14,26,2024-06-25,10624
comuna 9,34,2024-06-25,18758
comuna 10,61,2024-06-25,8617
comuna 3,12,2024-06-25,3779
comuna 15,29,2024-06-25,29768
comuna 8,58,2024-01-30,12513
comuna 8,11,2024-01-30,14878
comuna 15,91,2024-06-23,18855
comuna 10,41,2024-06-25,47865
comuna 11,10,2024-06-25,40560
comuna 10,88,2024-07-31,24886
comuna 9,10,2024-06-23,20893
comuna 1,73,2024-01-30,20508
comuna 10,60,2024-01-30,20230
comuna 8,38,2024-06-25,12492
comuna 8,23,2024-06-25,36429
comuna 12,22,2024-06-23,43163
comuna 3,63,2024-07-31,20522
comuna 9,93,2024-06-23,4524
comuna 14,82,2024-06-23,11826
comuna 5,28,2024-01-30,35760
comuna 15,29,2024-06-23,48349
comuna 14,10,2024-06-23,49892
comuna 12,55,2024-01-30,43729
comuna 14,39,2024-06-23,12319
comuna 15,37,2024-06-23,20185
comuna 13,16,2024-06-25,45955
comuna 6,65,2024-07-31,32572
comuna 5,33,2024-01-30,7765
comuna 14,83,2024-06-25,7929
comuna 12,57,2024-07-31,18308
comuna 6,72,2024-01-30,4932
comuna 13,17,2024-06-25,10178
comuna 11,34,2024-06-25,41356
comuna 5,28,2024-01-30,39036
comuna 9,15,2024-06-23,17814
comuna 5,46,2024-06-25,3365
comuna 13,61,2024-07-31,42654
comuna 10,49,2024-01-30,24148
comuna 2,51,2024-07-31,49962
comuna 3,97,2024-06-23,46765
comuna 13,34,2024-01-30,40144
comuna 9,17,2024-06-25,17882
comuna 7,27,2024-06-23,23704
comuna 8,100,2024-06-23,10878
comuna 3,39,2024-06-25,4612
comuna 8,74,2024-06-25,20063
comuna 4,76,2024-06-25,33198
comuna 15,14,2024-01-30,26805
comuna 10,90,2024-01-30,32800
comuna 8,92,2024-06-23,28727
comuna 5,60,2024-07-31,15641
comuna 6,60,2024-06-23,43047
comuna 10,53,2024-07-31,35476
comuna 15,15,2024-01-30,4844
comuna 1,43,2024-01-30,27785
comuna 2,79,2024-07-31,22803
comuna 2,63,2024-01-30,10723
comuna 7,15,2024-01-30,14868
comuna 1,99,2024-06-23,10207
comuna 4,62,2024-07-31,2348
comuna 8,74,2024-07-31,1183
comuna 13,37,2024-06-23,14586
comuna 9,43,2024-06-23,36049
comuna 1,77,2024-06-25,12397
comuna 12,61,2024-06-25,20019
comuna 16,33,2024-06-25,9835
comuna 14,83,2024-06-25,2325
comuna 4,34,2024-01-30,4487
comuna 10,80,2024-01-30,22757
comuna 11,43,2024-07-31,34879
comuna 7,48,2024-07-31,30756
comuna 4,74,2024-01-30,20559
comuna 9,31,2024-06-25,31527
comuna 16,69,2024-01-30,19272
comuna 11,89,2024-07-31,30714
comuna 11,32,2024-01-30,32787
comuna 2,100,2024-07-31,48887
comuna 1,37,2024-06-23,24200
comuna 4,44,2024-01-30,10716
comuna 7,40,2024-01-30,45396
comuna 3,90,2024-06-23,8701
comuna 15,39,2024-01-30,23605
comuna 3,65,2024-06-23,22553
comuna 9,57,2024-06-25,36623
comuna 2,42,2024-01-30,13900
comuna 14,80,2024-06-25,6449
comuna 11,62,2024-06-25,30317
comuna 14,71,2024-07-31,35174
comuna 8,45,2024-06-23,24336
comuna 10,32,2024-06-23,21011
comuna 4,96,2024-06-25,28050
comuna 4,15,2024-06-23,17225
comuna 1,93,2024-06-25,37180
comuna 2,62,2024-01-30,3677
comuna 6,29,2024-06-25,2700
comuna 2,58,2024-06-23,1666
comuna 14,39,2024-06-23,20793
comuna 13,94,2024-07-31,35639
comuna 15,60,2024-06-25,11241
comuna 7,46,2024-01-30,23981
comuna 6,16,2024-07-31,2312
comuna 1,54,2024-06-23,23837
comuna 15,26,2024-01-30,29361
comuna 11,99,2024-07-31,31084
comuna 9,20,2024-01-30,32258
comuna 12,25,2024-06-23,19817
comuna 12,61,2024-01-30,46783
comuna 12,34,2024-01-30,37117
comuna 11,57,2024-06-23,27127
comuna 14,91,2024-07-31,3343
comuna 13,86,2024-06-25,2871
comuna 4,86,2024-01-30,37943
comuna 10,85,2024-07-31,1074
comuna 13,18,2024-01-30,19167
comuna 13,90,2024-01-30,2913
comuna 6,48,2024-06-25,42275
comuna 5,41,2024-01-30,31255
comuna 15,39,2024-06-25,10899
comuna 4,65,2024-06-25,46194
comuna 10,49,2024-06-25,22602
comuna 14,57,2024-06-23,14192
comuna 9,81,2024-07-31,16724
comuna 5,67,2024-07-31,24489
comuna 4,52,2024-07-31,38166
comuna 12,40,2024-06-25,18529
comuna 8,92,2024-06-25,19602
comuna 3,87,2024-06-25,36195
comuna 13,22,2024-06-23,25252
comuna 11,11,2024-01-30,33897
comuna 1,82,2024-06-23,49817
comuna 12,96,2024-07-31,32372
comuna 9,38,2024-06-23,24613
comuna 5,62,2024-01-30,23197
comuna 8,90,2024-06-23,31868
comuna 10,65,2024-01-30,44335
comuna 2,86,2024-06-25,7921
comuna 11,26,2024-06-23,15789
comuna 11,86,2024-07-31,25288
comuna 9,96,2024-06-25,36871
comuna 10,38,2024-06-23,9763
comuna 9,54,2024-06-25,29878
comuna 1,85,2024-01-30,9766
comuna 1,79,2024-06-23,45843
comuna 1,36,2024-06-25,28123
comuna 8,55,2024-06-23,8869
comuna 15,77,2024-07-31,27283
comuna 9,76,2024-06-23,45207
comuna 10,43,2024-06-25,793
comuna 4,37,2024-06-25,14828
comuna 3,49,2024-01-30,25856
comuna 4,89,2024-07-31,26561
comuna 11,34,2024-07-31,29496
comuna 7,54,2024-06-23,30614
comuna 15,68,2024-06-23,41035
comuna 11,77,2024-06-23,34981
comuna 9,25,2024-07-31,24980
comuna 12,76,2024-01-30,20271
comuna 1,48,2024-06-25,44395
comuna 12,35,2024-01-30,45147
comuna 11,28,2024-06-25,40037
comuna 6,37,2024-01-30,25070
comuna 7,52,2024-07-31,34327
comuna 9,92,2024-06-25,19432
comuna 7,92,2024-06-23,49420
comuna 9,50,2024-06-23,29613
comuna 4,80,2024-06-23,30031
comuna 1,82,2024-01-30,32429
comuna 11,28,2024-07-31,28271
comuna 3,22,2024-06-23,3310
comuna 3,76,2024-01-30,6885
comuna 2,54,2024-01-30,15934
comuna 14,39,2024-06-23,23823
comuna 11,12,2024-06-25,26157
comuna 6,25,2024-06-23,43471
comuna 11,67,2024-01-30,11073
comuna 4,20,2024-07-31,7348
comuna 5,31,2024-06-25,4968
comuna 1,40,2024-07-31,40811
comuna 16,53,2024-01-30,6373
comuna 1,10,2024-07-31,19480
comuna 3,84,2024-06-23,12916
comuna 4,25,2024-06-23,1632
comuna 6,99,2024-06-23,27342
comuna 11,28,2024-06-25,10213
comuna 6,74,2024-07-31,48377
comuna 8,58,2024-06-25,7370
comuna 10,84,2024-06-25,531
comuna 1,47,2024-01-30,46353
comuna 10,66,2024-06-23,11202
comuna 13,30,2024-06-25,37472
comuna 9,28,2024-07-31,38410
comuna 6,53,2024-07-31,8077
comuna 14,21,2024-01-30,12513
comuna 8,41,2024-01-30,48660
comuna 4,85,2024-07-31,34879
comuna 15,23,2024-06-25,47780
comuna 11,26,2024-07-31,4255
comuna 14,46,2024-06-23,18529
comuna 12,41,2024-01-30,30092
comuna 8,62,2024-06-25,48527
comuna 13,13,2024-07-31,14965
comuna 1,83,2024-06-23,36871
comuna 11,68,2024-01-30,44369
comuna 14,19,2024-06-23,1423
comuna 13,68,2024-06-23,22557
comuna 16,21,2024-07-31,560
comuna 8,54,2024-01-30,10405
comuna 11,18,2024-01-30,9838
comuna 10,57,2024-06-23,47150
comuna 8,41,2024-01-30,32484
comuna 2,71,2024-06-25,27810
comuna 1,97,2024-06-25,49006
comuna 2,74,2024-06-23,8989
comuna 11,97,2024-06-25,46559
comuna 10,27,2024-06-25,25585
comuna 2,37,2024-06-25,42421
comuna 12,82,2024-01-30,40371
comuna 16,88,2024-07-31,25884
comuna 9,59,2024-06-25,26487
comuna 16,26,2024-01-30,39632
comuna 7,39,2024-07-31,45355
comuna 6,73,2024-07-31,26397
comuna 14,65,2024-06-23,23130
comuna 9,91,2024-06-25,24167
comuna 5,15,2024-06-23,5418
comuna 3,12,2024-01-30,37086
comuna 6,88,2024-06-25,39094
comuna 4,21,2024-06-23,46583
comuna 2,21,2024-06-23,6639
comuna 2,25,2024-07-31,37027
comuna 11,26,2024-06-25,34637
comuna 2,98,2024-06-23,42712
comuna 6,59,2024-01-30,27937
comuna 9,85,2024-06-25,22916
comuna 6,93,2024-06-23,34921
comuna 3,67,2024-06-23,22963
comuna 13,59,2024-06-23,41814
comuna 15,37,2024-01-30,19890
comuna 12,27,2024-07-31,3096
comuna 12,54,2024-01-30,2515
comuna 15,20,2024-06-23,42147
comuna 7,28,2024-06-25,30368
comuna 8,25,2024-01-30,14961
comuna 4,98,2024-06-25,11831
comuna 8,71,2024-01-30,19749
comuna 16,89,2024-07-31,11652
comuna 9,11,2024-06-25,36883
comuna 11,29,2024-07-31,6066
comuna 7,60,2024-06-23,30336
comuna 6,10,2024-01-30,49986
comuna 16,53,2024-07-31,11189
comuna 15,14,2024-06-25,6025
comuna 7,16,2024-01-30,49708
comuna 4,45,2024-06-23,17177
comuna 5,32,2024-07-31,6679
comuna 8,91,2024-07-31,14697
comuna 16,97,2024-06-25,47050
comuna 4,81,2024-07-31,25187
comuna 3,41,2024-06-23,2301
comuna 15,39,2024-06-23,18259
comuna 12,96,2024-06-25,8739
comuna 8,44,2024-06-25,26707
comuna 2,11,2024-07-31,49445
comuna 3,56,2024-06-23,23648
comuna 13,16,2024-07-31,5752
comuna 3,41,2024-07-31,39864
comuna 13,33,2024-06-23,3013
comuna 5,71,2024-06-25,28984
comuna 12,98,2024-06-25,23583
comuna 15,41,2024-06-25,25168
comuna 12,52,2024-06-25,35909
comuna 1,75,2024-01-30,29133
comuna 4,75,2024-07-31,30077
comuna 16,67,2024-01-30,36294
comuna 3,51,2024-06-25,33284
comuna 6,47,2024-06-23,3529
comuna 2,14,2024-06-23,48693
comuna 12,29,2024-07-31,2790
comuna 12,76,2024-06-23,2186
comuna 9,90,2024-01-30,46633
comuna 16,37,2024-01-30,9797
comuna 12,13,2024-06-23,31871
comuna 3,21,2024-06-25,17190
comuna 13,40,2024-06-25,37619
comuna 2,57,2024-06-23,7818
comuna 7,64,2024-06-23,30686
comuna 8,81,2024-06-25,2993
comuna 7,21,2024-07-31,3536
comuna 13,80,2024-01-30,48312
comuna 11,22,2024-01-30,35928
comuna 11,72,2024-07-31,26233
comuna 12,96,2024-06-25,14406
comuna 12,86,2024-06-25,12056
comuna 1,21,2024-06-23,32262
comuna 2,99,2024-06-23,6790
comuna 13,41,2024-07-31,37520
comuna 7,21,2024-07-31,15866
comuna 1,49,2024-06-23,39027
comuna 15,68,2024-06-23,1375
comuna 3,86,2024-06-25,45708
comuna 4,41,2024-06-23,880
comuna 12,42,2024-06-25,5085
comuna 11,92,2024-06-25,38234
comuna 9,40,2024-06-25,28692
comuna 1,38,2024-01-30,24214
comuna 12,64,2024-01-30,39998
comuna 7,87,2024-01-30,4211
comuna 7,89,2024-06-23,46651
comuna 9,50,2024-01-30,15145
comuna 2,19,2024-06-23,2427
comuna 2,84,2024-07-31,4959
comuna 11,15,2024-06-25,31958
comuna 2,73,2024-06-23,12661
comuna 3,24,2024-01-30,16844
comuna 5,44,2024-01-30,12327
comuna 10,93,2024-01-30,15107
comuna 5,75,2024-01-30,45774
comuna 7,54,2024-06-23,37747
comuna 7,94,2024-01-30,45847
comuna 3,11,2024-07-31,12542
comuna 5,57,2024-06-23,23419
comuna 1,81,2024-01-30,22002
comuna 11,78,2024-06-25,29401
comuna 5,22,2024-01-30,35516
comuna 7,30,2024-01-30,27771
comuna 12,99,2024-06-25,14373
comuna 11,64,2024-06-23,48887
comuna 15,26,2024-07-31,31761
comuna 10,14,2024-01-30,41195
comuna 5,91,2024-06-23,21066
comuna 14,57,2024-01-30,378
comuna 5,10,2024-06-23,25394
comuna 2,45,2024-07-31,38339
comuna 13,85,2024-01-30,4955
comuna 12,20,2024-06-25,47499
comuna 4,29,2024-06-25,1951
comuna 15,96,2024-06-25,8337
comuna 15,22,2024-07-31,18957
comuna 11,17,2024-06-23,16094
comuna 15,77,2024-01-30,7815
comuna 16,97,2024-06-23,48143
comuna 3,65,2024-06-25,43384
comuna 10,11,2024-01-30,35892
comuna 11,61,2024-06-23,37193
comuna 10,22,2024-06-23,19137
comuna 13,93,2024-01-30,2673
comuna 3,45,2024-06-23,36289
comuna 13,43,2024-07-31,43936
comuna 16,97,2024-07-31,14257
comuna 7,54,2024-07-31,2064
comuna 11,67,2024-06-23,48992
comuna 3,11,2024-07-31,8755
comuna 9,26,2024-01-30,27392
comuna 7,23,2024-06-23,20123
comuna 4,88,2024-07-31,31553
comuna 12,31,2024-01-30,5502
comuna 1,30,2024-01-30,32024
comuna 14,14,2024-06-23,49769
comuna 3,79,2024-06-23,26276
comuna 9,36,2024-07-31,15199
comuna 16,12,2024-07-31,45862
comuna 1,10,2024-01-30,29968
comuna 15,32,2024-01-30,814
comuna 9,62,2024-06-25,1794
comuna 2,32,2024-01-30,41042
comuna 8,46,2024-07-31,31062
comuna 13,63,2024-06-23,21658
comuna 7,76,2024-01-30,685
comuna 14,96,2024-01-30,46887
comuna 15,13,2024-07-31,24223
comuna 5,28,2024-06-23,44317
comuna 9,27,2024-06-23,16800
comuna 4,74,2024-06-25,11733
comuna 3,94,2024-06-23,10714
comuna 7,64,2024-06-23,17766
comuna 13,43,2024-01-30,36151
comuna 10,58,2024-01-30,29513
comuna 6,35,2024-06-23,96
comuna 8,73,2024-01-30,12415
comuna 6,84,2024-06-25,36398
comuna 9,60,2024-01-30,28578
comuna 3,56,2024-07-31,26207
comuna 5,51,2024-07-31,9931
comuna 13,53,2024-06-25,3027
comuna 13,51,2024-07-31,43841
comuna 2,86,2024-06-23,39785
comuna 11,96,2024-06-25,13010
comuna 12,47,2024-07-31,7550
comuna 16,13,2024-06-23,46155
comuna 6,10,2024-06-25,47866
comuna 4,32,2024-06-25,27786
comuna 1,40,2024-07-31,29450
comuna 11,19,2024-06-25,35080
comuna 2,70,2024-06-23,15794
comuna 3,14,2024-01-30,15915
comuna 13,57,2024-01-30,1324
comuna 6,18,2024-01-30,36233
comuna 2,84,2024-06-23,38396
comuna 15,49,2024-06-25,46536
comuna 5,24,2024-06-25,5790
comuna 4,75,2024-06-25,33747
comuna 7,22,2024-07-31,7219
comuna 14,42,2024-07-31,49749
comuna 13,21,2024-01-30,43284
comuna 15,13,2024-07-31,3044
comuna 15,94,2024-07-31,28696
comuna 15,95,2024-07-31,6536
comuna 11,25,2024-06-25,27705
comuna 12,26,2024-06-25,14396
comuna 10,84,2024-06-25,42736
comuna 15,13,2024-07-31,31105
comuna 12,58,2024-06-23,7616
comuna 7,37,2024-06-23,21325
comuna 7,33,2024-06-23,10144
comuna 10,77,2024-06-25,44686
comuna 2,73,2024-01-30,19306
comuna 12,61,2024-06-23,13165
comuna 2,73,2024-06-25,4329
comuna 5,18,2024-01-30,15536
comuna 6,22,2024-07-31,27262
comuna 2,76,2024-06-25,49957
comuna 11,27,2024-01-30,41911
comuna 10,15,2024-01-30,19180
comuna 2,58,2024-06-23,32445
comuna 12,64,2024-01-30,26645
comuna 10,26,2024-06-25,40773
comuna 2,54,2024-06-23,41309
comuna 14,67,2024-06-25,20732
comuna 16,80,2024-06-25,3841
comuna 16,91,2024-06-23,27844
comuna 10,17,2024-06-23,24150
comuna 6,32,2024-07-31,31415
comuna 2,65,2024-01-30,30389
comuna 10,20,2024-01-30,49168
comuna 7,52,2024-06-23,35305
comuna 9,11,2024-06-25,42897
comuna 2,72,2024-06-23,44022
comuna 2,16,2024-01-30,43226
comuna 5,18,2024-07-31,21826
comuna 8,95,2024-06-23,10520
comuna 7,30,2024-06-25,10685
comuna 3,64,2024-06-23,7591
comuna 12,34,2024-06-25,41140
comuna 1,79,2024-06-25,10917
comuna 5,98,2024-06-23,33370
comuna 5,55,2024-07-31,49794
comuna 7,47,2024-01-30,11759
comuna 11,92,2024-06-25,14122
comuna 1,84,2024-06-25,38072
comuna 3,42,2024-01-30,19424
comuna 8,22,2024-06-23,33754
comuna 2,42,2024-06-23,18660
comuna 6,90,2024-01-30,23710
comuna 5,53,2024-07-31,3407
comuna 3,29,2024-01-30,25211
comuna 2,54,2024-07-31,20972
comuna 6,37,2024-06-25,4503
comuna 14,97,2024-07-31,7214
comuna 16,85,2024-01-30,5603
comuna 9,79,2024-07-31,7652
comuna 16,28,2024-01-30,26397
comuna 13,70,2024-01-30,23108
comuna 1,45,2024-06-23,36906
comuna 12,61,2024-01-30,5555
comuna 2,67,2024-06-25,31369
comuna 3,23,2024-06-25,10406
comuna 9,98,2024-07-31,19979
comuna 4,22,2024-06-25,23526
comuna 15,23,2024-06-23,32205
comuna 7,91,2024-07-31,8708
comuna 10,62,2024-06-23,45232
comuna 16,49,2024-06-23,5834
comuna 12,82,2024-07-31,16131
comuna 3,88,2024-06-23,3014
comuna 5,72,2024-01-30,32033
comuna 7,62,2024-07-31,25020
comuna 10,25,2024-06-25,24381
